Query_number,Doc_number
1087327,494877
1087327,427840
1087327,391617
1087327,126352
1087327,121802
1087327,277904
1087327,346795
1087317,320838
1087317,68268
1087317,284821
1087317,430803
1087317,371811
1087317,4844
1087317,302923
1087317,22169
1087317,406134
1087317,445977
1087309,418197
1087309,449339
1087309,432291
1087309,480278
1087309,301688
1087309,487927
1087309,225098
1087309,279920
1087309,204370
1087309,189757
1087238,56423
1087238,159071
1087238,466133
1087238,418093
1087238,190389
1087238,69341
1087238,244209
1087238,231611
1087238,221282
1087238,209282
1087226,481409
1087226,165118
1087226,420265
1087226,437837
1087226,260192
1087226,259518
1087226,459095
1087226,352155
1087226,471591
1087226,91241
1087215,27649
1087215,69729
1087215,350748
1087215,343964
1087215,433225
1087215,102174
1087215,90056
1087215,273580
1087215,418704
1087215,464325
1100986,127110
1100986,336145
1100986,251926
1100986,473688
1100986,268823
1100986,430076
1100986,8351
1100986,247768
1100986,277561
1100986,390219
1087204,25851
1087204,245589
1087204,271796
1087204,465116
1087204,345594
1087204,199747
1087204,199012
1087204,230224
1087204,166196
1087204,455281
1087185,328253
1087185,118865
1087185,20337
1087185,446884
1087185,169280
1087185,335333
1087185,342758
1087185,422340
1087185,91841
1087185,31267
1087173,202541
1087173,243404
1087173,175069
1087173,99890
1087173,363392
1087173,218001
1087173,150246
1087173,357852
1087173,463348
1087173,297168
1087171,290120
1087171,405729
1087171,194715
1087171,408671
1087171,462134
1087171,419187
1087171,222704
1087171,342742
1087171,179128
1087171,201508
1100980,162220
1100980,139841
1100980,211590
1100980,251744
1100980,295922
1100980,316536
1100980,435477
1100980,260011
1100980,392781
1100980,395324
1087129,140274
1087129,248532
1087129,253699
1087129,286429
1087129,26128
1087129,265947
1087129,364961
1087129,158463
1087129,337545
1087129,329938
1087122,182432
1087122,99456
1087122,483333
1087122,456515
1087122,231071
1087122,64056
1087122,431330
1087122,142135
1087122,441252
1087122,64878
1087114,111730
1087114,230643
1087114,471545
1087114,103585
1087114,413161
1087114,492163
1087114,25612
1087114,135229
1087114,339875
1087114,383373
1087105,313326
1087105,245776
1087105,287494
1087105,136539
1087105,296196
1087105,383477
1087105,151013
1087105,420088
1087105,136454
1087105,162266
1087077,250462
1087077,292274
1087077,418376
1087077,201688
1087077,440146
1087077,377675
1087077,107982
1087077,406491
1087077,421611
1087077,234437
1087076,323140
1087076,290004
1087076,330745
1087076,148075
1087076,383858
1087076,384495
1087076,275256
1087076,500688
1087076,120142
1087076,209020
1087074,101207
1087074,445743
1087074,239250
1087074,199779
1087074,208730
1087074,117209
1087074,95933
1087074,141686
1087074,225653
1087074,3615
1087066,143169
1087066,9861
1087066,146004
1087066,168134
1087066,439971
1087066,183571
1087066,37693
1087066,292382
1087066,205646
1087066,217394
1087061,178904
1087061,35763
1087061,37610
1087061,127022
1087061,106001
1087061,38831
1087061,259906
1087061,7599
1087061,494451
1087061,397636
1087047,93990
1087047,358509
1087047,331221
1087047,15015
1087047,185768
1087047,254826
1087047,139055
1087047,463731
1087047,491239
1087047,274731
1087046,316536
1087046,258966
1087046,336037
1087046,4370
1087046,379216
1087046,211590
1087046,36070
1087046,432131
1087046,325417
1087046,465247
1087042,93222
1087042,351062
1087042,263445
1087042,382194
1087042,265856
1087042,410029
1087042,356492
1087042,219235
1087042,443242
1087042,55201
1087018,195500
1087018,39828
1087018,189308
1087018,210024
1087018,441234
1087018,434027
1087018,348429
1087018,400736
1087018,100399
1087018,64028
1087014,43367
1087014,80219
1087014,457425
1087014,492002
1087014,65665
1087014,115608
1087014,299434
1087014,93384
1087014,130949
1087014,129217
1087001,392069
1087001,189065
1087001,216364
1087001,393353
1087001,57010
1087001,379023
1087001,335773
1087001,269558
1087001,265307
1087001,213317
1086974,88744
1086974,294972
1086974,114125
1086974,459818
1086974,46491
1086974,491544
1086974,469698
1086974,267151
1086974,370203
1086974,329697
1086933,257417
1086933,222040
1086933,316644
1086933,249317
1086933,298627
1086933,229344
1086933,338074
1086933,174899
1086933,434328
1086933,287211
1086928,347084
1086928,215562
1086928,260668
1086928,50702
1086928,130617
1086928,483020
1086928,240379
1086928,164118
1086928,171487
1086928,279908
1086927,34460
1086927,26188
1086927,463628
1086927,19755
1086927,195655
1086927,12200
1086927,111443
1086927,56417
1086927,343796
1086927,29329
1086917,210179
1086917,439642
1086917,40984
1086917,395954
1086917,104468
1086917,157440
1086917,209615
1086917,302883
1086917,9793
1086917,489449
1086915,92495
1086915,80551
1086915,355334
1086915,464338
1086915,137340
1086915,62622
1086915,292457
1086915,367627
1086915,228612
1086915,83489
1086893,476578
1086893,355487
1086893,477241
1086893,498530
1086893,340411
1086893,129016
1086893,454843
1086893,251068
1086893,400209
1086893,418364
1086886,211051
1086886,39199
1086886,425805
1086886,18309
1086886,374962
1086886,395502
1086886,358533
1086886,320279
1086886,87554
1086886,310259
1086883,350416
1086883,318712
1086883,321162
1086883,234006
1086883,29908
1086883,258063
1086883,374496
1086883,364886
1086883,201831
1086883,459097
1086874,239819
1086874,184678
1086874,280111
1086874,197010
1086874,242338
1086874,431148
1086874,94286
1086874,197120
1086874,223900
1086874,77698
1086860,237232
1086860,47660
1086860,477047
1086860,254662
1086860,366735
1086860,95149
1086860,130332
1086860,445973
1086860,417999
1086860,314669
1086855,358334
1086855,391915
1086855,228819
1086855,288556
1086855,237987
1086855,172196
1086855,481014
1086855,456546
1086855,279086
1086855,82663
1086836,292802
1086836,399345
1086836,360912
1086836,270313
1086836,278306
1086836,56668
1086836,151171
1086836,349575
1086836,406420
1086836,267390
1086834,262790
1086834,146984
1086834,183056
1086834,446433
1086834,261582
1086834,475081
1086834,202395
1086834,249622
1086834,50039
1086834,274045
1086765,229695
1086765,492846
1086765,253322
1086765,345853
1086765,171867
1086765,208629
1086765,120482
1086765,175996
1086765,97051
1086765,41853
1086760,52738
1086760,190921
1086760,302825
1086760,87105
1086760,196218
1086760,482604
1086760,99146
1086760,343778
1086760,147637
1086760,84742
1086715,75856
1086715,269920
1086715,447536
1086715,42929
1086715,64024
1086715,192276
1086715,317497
1086715,279773
1086715,122954
1086715,340195
1086713,168782
1086713,193854
1086713,461293
1086713,3179
1086713,144385
1086713,206006
1086713,221900
1086713,256842
1086713,74743
1086713,46911
1100937,25032
1100937,162728
1100937,244584
1100937,339560
1100937,66336
1100937,457656
1100937,150210
1100937,1484
1100937,429525
1100937,358273
1086708,447052
1086708,332429
1086708,100086
1086708,457193
1086708,91667
1086708,397811
1086708,140258
1086708,233396
1086708,24369
1086708,387126
1086701,139936
1086701,219329
1086701,138895
1086701,45333
1086701,109579
1086701,144324
1086701,250516
1086701,73220
1086701,326871
1086701,339485
1086681,459941
1086681,424371
1086681,68232
1086681,383048
1086681,486694
1086681,477527
1086681,119230
1086681,22188
1086681,409477
1086681,296553
1086679,187254
1086679,32509
1086679,280148
1086679,312788
1086679,99722
1086679,63431
1086679,112060
1086679,196863
1086679,9657
1086679,19902
1100933,318712
1100933,434722
1100933,174847
1100933,181895
1100933,430329
1100933,65399
1100933,252831
1100933,491572
1100933,29908
1100933,263661
1086628,25802
1086628,217291
1086628,434672
1086628,106527
1086628,98181
1086628,152914
1086628,330334
1086628,324434
1086628,387050
1086628,164646
1100930,249704
1100930,124811
1100930,249406
1100930,279
1100930,294919
1100930,271753
1100930,438012
1100930,418201
1100930,441774
1100930,61191
1086595,432658
1086595,362869
1086595,122086
1086595,276239
1086595,429474
1086595,179867
1086595,495110
1086595,267319
1086595,128382
1086595,29215
1086581,125490
1086581,114786
1086581,228307
1086581,381554
1086581,303106
1086581,404699
1086581,187499
1086581,497349
1086581,217663
1086581,171996
1086565,192336
1086565,43288
1086565,413443
1086565,247164
1086565,467787
1086565,193982
1086565,47933
1086565,422924
1086565,2170
1086565,113408
1086555,51777
1086555,22736
1086555,272007
1086555,494762
1086555,468640
1086555,235676
1086555,91822
1086555,17040
1086555,415729
1086555,59648
1086532,403883
1086532,102236
1086532,213575
1086532,301055
1086532,426931
1086532,255865
1086532,99079
1086532,114752
1086532,99611
1086532,385889
1086477,283322
1086477,213103
1086477,115119
1086477,421065
1086477,438889
1086477,108217
1086477,262532
1086477,338148
1086477,171539
1086477,126020
1100919,171421
1100919,258427
1100919,437190
1100919,477549
1100919,190589
1100919,457369
1100919,367678
1100919,138954
1100919,403157
1100919,337737
1086468,234406
1086468,131288
1086468,290856
1086468,286284
1086468,118203
1086468,489205
1086468,285612
1086468,220895
1086468,422402
1086468,444647
1086439,386306
1086439,36723
1086439,109336
1086439,338921
1086439,311463
1086439,203057
1086439,185025
1086439,330465
1086439,87808
1086439,416085
1086430,367641
1086430,41458
1086430,123082
1086430,255099
1086430,178310
1086430,332801
1086430,247809
1086430,468067
1086430,8585
1086430,432980
1086424,181169
1086424,384114
1086424,375797
1086424,108670
1086424,83087
1086424,372604
1086424,289631
1086424,56095
1086424,134072
1086424,359875
1086391,128013
1086391,71075
1086391,99539
1086391,438677
1086391,474898
1086391,40745
1086391,64640
1086391,166340
1086391,367945
1086391,386640
1086385,261025
1086385,175156
1086385,336421
1086385,351379
1086385,202648
1086385,305163
1086385,410327
1086385,60069
1086385,60608
1086385,240701
1086384,426241
1086384,114078
1086384,380106
1086384,408817
1086384,412309
1086384,237763
1086384,31940
1086384,310268
1086384,300056
1086384,136191
1086326,209931
1086326,247738
1086326,360154
1086326,114265
1086326,180886
1086326,418898
1086326,12838
1086326,189468
1086326,6042
1086326,100235
1086309,36818
1086309,125040
1086309,325038
1086309,324175
1086309,271196
1086309,146037
1086309,442297
1086309,286978
1086309,306339
1086309,76664
1086288,490547
1086288,237173
1086288,331798
1086288,459508
1086288,425435
1086288,178360
1086288,370405
1086288,380941
1086288,412689
1086288,157719
1086281,39690
1086281,284761
1086281,173297
1086281,335768
1086281,367788
1086281,471991
1086281,408786
1086281,249984
1086281,152920
1086281,323061
1086271,108610
1086271,482081
1086271,329941
1086271,161062
1086271,191337
1086271,333546
1086271,279420
1086271,124034
1086271,118334
1086271,493742
1086266,388062
1086266,298239
1086266,271782
1086266,16154
1086266,259747
1086266,224226
1086266,31741
1086266,448765
1086266,373920
1086266,134671
1086248,210173
1086248,149391
1086248,162875
1086248,330086
1086248,214149
1086248,69380
1086248,127877
1086248,216279
1086248,332001
1086248,447323
1086241,79866
1086241,266646
1086241,405235
1086241,151171
1086241,349575
1086241,13182
1086241,117670
1086241,7713
1086241,334344
1086241,173639
1086224,285343
1086224,77876
1086224,167723
1086224,6193
1086224,85611
1086224,477150
1086224,287584
1086224,88319
1086224,406845
1086224,182853
1086200,154283
1086200,79485
1086200,186505
1086200,231393
1086200,407632
1086200,197264
1086200,269411
1086200,304864
1086200,242130
1086200,397429
1086174,473991
1086174,481998
1086174,269188
1086174,484428
1086174,50575
1086174,247469
1086174,98993
1086174,415371
1086174,304992
1086174,224226
1086120,22318
1086120,150382
1086120,157041
1086120,208133
1086120,261511
1086120,202059
1086120,225912
1086120,222180
1086120,492288
1086120,442824
1086075,160286
1086075,294450
1086075,195999
1086075,338938
1086075,269188
1086075,171161
1086075,357455
1086075,216279
1086075,350810
1086075,411295
1086046,139308
1086046,223595
1086046,421356
1086046,24363
1086046,427932
1086046,47714
1086046,118929
1086046,167499
1086046,17696
1086046,494542
1086022,494218
1086022,233526
1086022,495072
1086022,470875
1086022,481548
1086022,63917
1086022,412042
1086022,439929
1086022,46212
1086022,131743
1086014,295922
1086014,18309
1086014,308254
1086014,363741
1086014,68372
1086014,120228
1086014,51174
1086014,204835
1086014,58698
1086014,147800
